id,idcliente,estado,anom,,
85760,Q-422-8567704-N,3636/949420-4917,,,
85783,O-243-8567751-K,3619/582948-7004,,,
85806,S-475-8567798-A,3652/898935-9268,,,
85829,D-440-8567845-K,3694/264440-2282,,,
85852,A-499-8567892-X,3637/760674-3110,,,
85875,U-468-8567939-Y,3686/699468-0207,,,
85898,I-438-8567986-C,3650/020894-6183,,,
85921,C-351-8568033-J,3661/139257-1545,,,
85944,N-291-8568080-D,3671/130971-1562,,,
85967,J-343-8568127-S,3689/157253-6878,,,
85990,I-254-8568174-F,3634/697953-4190,,,
86013,F-257-8568221-J,3604/946565-9022,,,
86036,A-403-8568268-V,3624/980923-5535,,,
86059,Y-397-8568315-F,3615/829498-9169,,,
86082,G-297-8568362-D,3651/974163-9071,,,
86105,Q-533-8568409-W,3613/807292-1519,,,
86128,W-327-8568456-F,3644/792084-2631,,,
86151,U-370-8568503-M,3610/649016-6389,,,
86174,Y-382-8568550-Y,3674/980560-8700,,,
86197,U-507-8568597-Z,3601/620640-6419,,,
86220,Q-363-8568644-D,3619/525221-1137,,,
86243,O-376-8568691-A,3668/958611-9271,,,
86266,P-304-8568738-O,3600/393626-3476,,,
86289,K-394-8568785-J,3619/585262-7070,,,
86312,S-324-8568832-U,3644/923529-0985,,,
86335,P-432-8568879-W,3691/387203-0095,,,
86358,F-515-8568926-D,3692/541046-2754,,,
86381,K-248-8568973-R,3649/283560-2076,,,
86404,Q-341-8569020-G,3607/621341-8237,,,
86427,R-319-8569067-F,3696/222463-0821,,,
86450,I-348-8569114-K,3658/341450-1273,,,
86473,V-416-8569161-J,3626/870077-3873,,,
86496,D-329-8569208-E,3632/578211-7799,,,
86519,E-514-8569255-H,3678/482198-7374,,,
86542,V-501-8569302-D,3610/247657-3078,,,
86565,C-511-8569349-B,3646/425801-1366,,,
86588,C-335-8569396-J,3621/559520-8127,,,
86611,R-532-8569443-P,3690/253689-5118,,,
86634,U-231-8569490-T,3679/413639-2814,,,
86657,F-356-8569537-Q,3610/861565-5767,,,
86680,F-317-8569584-Z,3664/661106-5432,,,
86703,X-427-8569631-E,3689/135834-4430,,,
86726,O-453-8569678-R,3672/741441-1245,,,
86749,U-450-8569725-M,3674/229183-3437,,,
86772,H-351-8569772-J,3693/387460-9787,,,
86795,U-371-8569819-X,3692/541046-2754,,,
86818,B-351-8569866-A,3654/343841-6502,,,
86841,N-503-8569913-N,3614/607185-8350,,,
86864,S-230-8569960-W,3673/546019-9572,,,
86887,Q-348-8570007-P,3654/533361-0261,,,
86910,U-520-8570054-A,3621/081318-7310,,,
86933,Q-433-8570101-Q,3699/090587-3006,,,
86956,B-453-8570148-D,3619/331793-9594,,,
86979,O-273-8570195-C,3686/519479-7365,,,
87002,V-401-8570242-K,3653/366541-3785,,,
87025,S-323-8570289-Y,3696/492616-1626,,,
87048,T-435-8570336-G,3612/126454-4216,,,
87071,K-426-8570383-T,3642/678281-9598,,,
87094,P-276-8570430-C,3619/106291-6619,,,
87117,F-523-8570477-B,3684/814269-0049,,,
87140,Y-276-8570524-C,3600/793055-2131,,,
87163,T-311-8570571-P,3635/427052-9406,,,
87186,M-314-8570618-F,3615/165554-3162,,,
87209,B-430-8570665-K,3650/565206-5596,,,
87232,E-365-8570712-S,3680/255554-0233,,,
87255,G-269-8570759-H,3612/198420-0909,,,
87278,U-398-8570806-X,3658/341450-1273,,,
87301,C-525-8570853-K,3667/288114-1646,,,
87324,V-532-8570900-A,3626/902974-0643,,,
87347,B-466-8570947-W,3634/247408-6828,,,
87370,L-430-8570994-X,3614/379494-2066,,,
87393,R-451-8571041-I,3691/777008-3999,,,
87416,C-283-8571088-N,3692/863436-2230,,,
87439,U-337-8571135-W,3637/695149-8312,,,
87462,T-535-8571182-D,3617/442495-5947,,,
87485,S-469-8571229-H,3655/437724-2726,,,
87508,E-374-8571276-I,3673/879383-3776,,,
87531,R-420-8571323-F,3672/113356-1000,,,
87554,Y-271-8571370-U,3643/357155-2844,,,
87577,R-341-8571417-D,3695/204263-5086,,,
87600,O-536-8571464-W,3682/889312-0453,,,
87623,Z-327-8571511-Q,3689/515344-9468,,,
87646,D-394-8571558-U,3690/253689-5118,,,
87669,M-297-8571605-S,3640/557042-3102,,,
87692,J-323-8571652-T,3637/637158-5086,,,
87715,C-258-8571699-H,3680/924878-8087,,,
87738,N-310-8571746-H,3636/494250-9835,,,
87761,J-266-8571793-H,3619/106291-6619,,,
87784,F-525-8571840-G,3631/802032-7338,,,
87807,A-409-8571887-E,3670/608744-5227,,,
87830,S-535-8571934-F,3690/040744-2143,,,
87853,W-480-8571981-C,3602/064094-7053,,,
87876,F-251-8572028-G,3633/438693-2116,,,
87899,T-310-8572075-D,3693/744301-8602,,,
87922,Y-381-8572122-D,3657/252921-7602,,,
87945,U-280-8572169-X,3689/024016-8635,,,
87968,T-418-8572216-C,3608/932526-4662,,,
87991,D-293-8572263-I,3656/699640-0097,,,
88014,D-266-8572310-W,3656/138220-6083,,,
88037,B-438-8572357-G,3638/316807-0595,,,
88060,E-328-8572404-D,3664/137999-5425,,,
88083,G-466-8572451-N,3639/757430-5916,,,
88106,O-283-8572498-X,3682/968499-0427,,,
88129,O-534-8572545-G,3656/435845-6666,,,
88152,N-306-8572592-F,3619/078800-1458,,,
88175,R-444-8572639-F,3648/005818-5689,,,
88198,Q-367-8572686-C,3640/610692-2245,,,
88221,A-428-8572733-X,3654/715070-1348,,,
88244,V-538-8572780-K,3676/946437-2281,,,
88267,L-367-8572827-S,3670/476720-1721,,,
88290,Z-294-8572874-W,3663/046037-2693,,,
88313,W-388-8572921-J,3641/125657-8243,,,
88336,G-289-8572968-T,3645/818326-7671,,,
88359,X-539-8573015-V,3678/386576-3667,,,
88382,Q-459-8573062-M,3621/481546-6284,,,
88405,B-452-8573109-A,3690/040744-2143,,,
88428,L-339-8573156-G,3655/422588-0529,,,
88451,E-360-8573203-Q,3668/278450-6167,,,
88474,R-263-8573250-P,3692/484066-7835,,,
88497,R-302-8573297-W,3671/010606-4860,,,
88520,Y-482-8573344-N,3618/857621-5959,,,
88543,R-298-8573391-I,3626/544855-4318,,,
88566,I-407-8573438-U,3674/980560-8700,,,
88589,W-530-8573485-Q,3633/903237-3425,,,
88612,O-328-8573532-T,3646/417680-1187,,,
88635,J-486-8573579-H,3664/457172-3215,,,
88658,P-475-8573626-G,3612/754660-5642,,,
88681,V-398-8573673-I,3697/830818-9542,,,
88704,F-420-8573720-O,3601/467205-4292,,,
88727,J-457-8573767-O,3630/988774-0069,,,
88750,L-280-8573814-S,3671/371016-1932,,,
88773,D-306-8573861-S,3696/655369-1908,,,
88796,B-393-8573908-T,3640/530163-0827,,,
88819,Z-436-8573955-V,3619/615627-0252,,,
88842,Q-463-8574002-T,3670/905127-3245,,,
88865,I-532-8574049-S,3662/961779-7935,,,
88888,B-440-8574096-U,3625/453824-3727,,,
88911,J-349-8574143-B,3633/627052-1806,,,
88934,P-493-8574190-X,3668/278450-6167,,,
88957,B-452-8574237-U,3678/158683-1607,,,
88980,E-336-8574284-V,3615/990921-1163,,,
89003,M-317-8574331-U,3639/971125-0864,,,
89026,C-411-8574378-W,3680/076612-0928,,,
89049,A-451-8574425-S,3630/238328-5465,,,
89072,B-408-8574472-T,3614/162370-7601,,,
89095,Z-271-8574519-B,3610/667143-5405,,,
89118,U-448-8574566-U,3603/173118-4563,,,
89141,W-302-8574613-Q,3693/885925-2172,,,
89164,H-250-8574660-O,3609/411706-4510,,,
89187,I-353-8574707-K,3622/312720-2535,,,
89210,M-315-8574754-C,3623/185356-6841,,,
89233,X-474-8574801-J,3622/639493-0118,,,
89256,F-335-8574848-K,3614/162370-7601,,,
89279,T-321-8574895-V,3684/415689-0229,,,
89302,Z-249-8574942-N,3622/480061-4582,,,
89325,G-538-8574989-M,3637/000300-4574,,,
89348,M-442-8575036-K,3600/068708-6320,,,
89371,S-510-8575083-J,3672/520017-0488,,,
89394,X-305-8575130-G,3630/988774-0069,,,
89417,F-394-8575177-F,3692/888526-9233,,,
89440,V-350-8575224-D,3697/221054-4548,,,
89463,L-279-8575271-I,3638/442411-2221,,,
89486,V-381-8575318-W,3684/282509-4744,,,
89509,O-421-8575365-N,3654/414472-8487,,,
89532,J-360-8575412-V,3652/215720-8142,,,
89555,F-319-8575459-C,3628/652825-7911,,,
89578,Y-350-8575506-T,3672/630490-5241,,,
89601,V-519-8575553-S,3680/779880-0229,,,
89624,G-449-8575600-W,3676/923341-5478,,,
89647,X-322-8575647-Z,3662/995281-5409,,,
89670,Y-412-8575694-T,3669/169095-3504,,,
89693,I-234-8575741-V,3658/657357-3785,,,
89716,J-291-8575788-B,3610/695682-1501,,,
89739,Y-250-8575835-U,3606/372020-8715,,,
89762,T-339-8575882-M,3679/903569-1950,,,
89785,X-479-8575929-X,3680/704676-0415,,,
89808,S-257-8575976-R,3650/058076-6761,,,
89831,N-272-8576023-S,3684/005650-6261,,,
89854,T-380-8576070-T,3677/970201-4025,,,
89877,A-409-8576117-Z,3634/140082-2884,,,
89900,C-423-8576164-W,3678/796659-5977,,,
89923,Z-251-8576211-W,3641/221893-6107,,,
89946,I-275-8576258-Q,3630/055566-2768,,,
89969,J-299-8576305-W,3681/297256-4344,,,
89992,D-374-8576352-X,3639/214191-7228,,,
90015,Q-414-8576399-I,3641/221893-6107,,,
90038,E-539-8576446-D,3601/620640-6419,,,
90061,Z-529-8576493-T,3677/911641-6139,,,
90084,F-498-8576540-D,3619/106291-6619,,,
90107,O-251-8576587-O,3696/492616-1626,,,
90130,T-397-8576634-H,3640/306378-0641,,,
90153,N-339-8576681-O,3696/003649-4949,,,
90176,Z-484-8576728-H,3602/601490-3416,,,
90199,O-496-8576775-H,3643/326253-6148,,,
90222,M-448-8576822-H,3647/675885-9375,,,
90245,N-472-8576869-D,3687/574984-4125,,,
90268,R-531-8576916-T,3633/564582-0836,,,
90291,M-388-8576963-D,3674/330795-6147,,,
90314,I-461-8577010-G,3651/882339-2773,,,
90337,K-505-8577057-T,3600/458886-1930,,,
90360,O-303-8577104-N,3614/670852-1413,,,
90383,K-379-8577151-R,3655/437724-2726,,,
90406,G-237-8577198-Y,3611/381994-2235,,,
90429,Y-295-8577245-W,3617/524190-0552,,,
90452,T-237-8577292-A,3617/524190-0552,,,
90475,G-438-8577339-S,3640/530163-0827,,,
90498,K-329-8577386-D,3646/945529-4079,,,
90521,W-306-8577433-A,3614/162370-7601,,,
90544,R-371-8577480-P,3678/343786-7814,,,
90567,A-340-8577527-T,3684/415689-0229,,,
90590,T-328-8577574-D,3618/374307-7168,,,
90613,Q-487-8577621-T,3671/831150-3994,,,
90636,B-277-8577668-T,3652/906447-9799,,,
90659,C-419-8577715-R,3647/686352-9236,,,
90682,L-419-8577762-G,3676/637001-8552,,,
90705,M-301-8577809-B,3695/243645-9671,,,
90728,O-350-8577856-I,3624/980923-5535,,,
90751,K-340-8577903-R,3660/524161-7699,,,
90774,X-450-8577950-B,3606/564188-2189,,,
90797,R-306-8577997-X,3606/282856-5562,,,
90820,A-537-8578044-G,3672/933870-6742,,,
90843,U-510-8578091-Q,3609/832006-0868,,,
90866,X-302-8578138-F,3605/428802-6128,,,
90889,K-252-8578185-L,3699/399994-2695,,,
90912,Q-485-8578232-M,3627/920162-1495,,,
90935,R-305-8578279-E,3607/926129-0862,,,
90958,P-234-8578326-W,3616/534864-3932,,,
90981,F-405-8578373-Z,3667/215680-1544,,,
91004,X-243-8578420-S,3613/722345-8058,,,
91027,O-405-8578467-E,3654/923918-0627,,,
91050,E-406-8578514-I,3636/051954-9329,,,
91073,L-352-8578561-W,3677/160528-3492,,,
91096,U-346-8578608-H,3664/194363-1118,,,
91119,Q-373-8578655-A,3601/917428-9288,,,
91142,N-237-8578702-C,3610/049297-8123,,,
91165,P-530-8578749-U,3686/417251-9115,,,
91188,W-297-8578796-N,3667/767711-3337,,,
91211,N-335-8578843-T,3622/832087-6704,,,
91234,Q-442-8578890-W,3612/495332-5103,,,
91257,S-349-8578937-D,3636/505005-8697,,,
91280,S-368-8578984-T,3646/289449-3444,,,
91303,I-451-8579031-K,3638/755770-0316,,,
91326,F-427-8579078-O,3674/515939-3915,,,
91349,S-241-8579125-Z,3612/126454-4216,,,
91372,P-529-8579172-V,3634/597964-8729,,,
91395,B-525-8579219-D,3604/206152-2298,,,
91418,R-288-8579266-X,3632/842626-5230,,,
91441,S-383-8579313-O,3614/670852-1413,,,
91464,N-340-8579360-I,3615/749543-3654,,,
91487,C-245-8579407-R,3642/712519-6421,,,
91510,W-315-8579454-Y,3614/607185-8350,,,
91533,T-378-8579501-C,3610/861565-5767,,,
91556,L-395-8579548-U,3654/269930-4621,,,
91579,P-368-8579595-W,3629/066427-5042,,,
91602,C-524-8579642-L,3633/453051-1253,,,
91625,T-474-8579689-F,3652/665292-7767,,,
91648,U-514-8579736-N,3681/111347-5428,,,
91671,S-290-8579783-O,3649/868729-5547,,,
91694,O-493-8579830-S,3617/203793-6478,,,
91717,U-486-8579877-O,3626/544855-4318,,,
91740,I-232-8579924-O,3615/462516-4523,,,
91763,I-445-8579971-R,3684/802233-3637,,,
91786,I-330-8580018-P,3684/111304-2761,,,
91809,P-247-8580065-B,3690/131520-7016,,,
91832,O-460-8580112-F,3697/382941-9221,,,
91855,P-416-8580159-X,3663/720471-2159,,,
91878,Q-263-8580206-X,3650/207851-7128,,,
91901,X-415-8580253-C,3681/290613-3190,,,
91924,F-282-8580300-N,3631/631596-9400,,,
91947,N-479-8580347-P,3694/955620-9100,,,
91970,I-312-8580394-F,3608/041466-2940,,,
91993,W-246-8580441-N,3681/722845-1485,,,
92016,I-516-8580488-Z,3670/551176-3395,,,
92039,Z-425-8580535-R,3672/833826-9990,,,
92062,B-505-8580582-K,3691/212440-0767,,,
92085,G-489-8580629-X,3662/068882-4005,,,
92108,W-310-8580676-R,3661/589555-1433,,,
92131,Q-403-8580723-L,3688/542009-2514,,,
92154,U-517-8580770-M,3663/720471-2159,,,
92177,P-374-8580817-R,3600/587926-5996,,,
92200,F-393-8580864-C,3696/956517-1414,,,
92223,V-492-8580911-C,3692/528931-6123,,,
92246,V-478-8580958-X,3676/923341-5478,,,
92269,T-384-8581005-N,3670/377263-7416,,,
92292,C-259-8581052-W,3699/851419-2619,,,
92315,U-338-8581099-A,3618/431258-6548,,,
92338,W-324-8581146-H,3620/562580-1272,,,
92361,Z-434-8581193-Z,3696/992342-0081,,,
92384,Q-325-8581240-A,3611/037567-0515,,,
92407,S-313-8581287-C,3677/133647-0962,,,
92430,F-474-8581334-G,3665/611263-8033,,,
92453,B-330-8581381-X,3611/680465-5043,,,
92476,G-530-8581428-N,3664/948084-4549,,,
92499,F-243-8581475-D,3681/466002-9473,,,
92522,A-324-8581522-C,3680/467091-3972,,,
92545,P-388-8581569-Z,3682/889312-0453,,,
92568,H-311-8581616-H,3681/208579-2550,,,
92591,M-281-8581663-F,3655/539908-6561,,,
92614,U-391-8581710-G,3601/588892-1828,,,
92637,B-478-8581757-G,3650/240235-5302,,,
92660,E-323-8581804-U,3631/802032-7338,,,
92683,M-349-8581851-P,3690/253689-5118,,,
92706,I-285-8581898-A,3676/114239-4985,,,
92729,V-501-8581945-V,3646/289449-3444,,,
92752,P-523-8581992-M,3631/334834-2408,,,
92775,T-439-8582039-I,3601/620640-6419,,,
92798,V-311-8582086-H,3638/013647-6672,,,
92821,J-375-8582133-H,3682/968499-0427,,,
92844,K-529-8582180-R,3660/524161-7699,,,
92867,P-470-8582227-K,3604/231275-7628,,,
92890,Y-365-8582274-F,3650/565206-5596,,,
92913,N-460-8582321-E,3606/564188-2189,,,
92936,U-352-8582368-O,3619/615627-0252,,,
92959,B-243-8582415-E,3667/170802-1353,,,
92982,B-490-8582462-I,3602/804551-5813,,,
93005,H-283-8582509-Q,3654/566401-6625,,,
93028,T-450-8582556-E,3697/779334-7045,,,
93051,S-411-8582603-I,3660/384803-9433,,,
93074,C-241-8582650-B,3678/409035-8513,,,
93097,F-324-8582697-Y,3643/068195-4795,,,
93120,W-445-8582744-M,3615/128880-1847,,,
93143,R-464-8582791-P,3677/944613-6696,,,
93166,T-491-8582838-G,3671/592904-4635,,,
93189,D-502-8582885-B,3661/595218-4540,,,
93212,G-322-8582932-F,3627/698972-4582,,,
93235,G-513-8582979-F,3662/145429-4860,,,
93258,L-432-8583026-W,3603/521796-1329,,,
93281,Y-409-8583073-Q,3667/624092-9260,,,
93304,W-423-8583120-T,3646/417680-1187,,,
93327,V-371-8583167-Q,3641/902136-6505,,,
93350,G-422-8583214-V,3678/386576-3667,,,
93373,J-485-8583261-Z,3689/127590-7582,,,
93396,R-259-8583308-X,3691/387203-0095,,,
93419,X-238-8583355-O,3646/289449-3444,,,
93442,B-327-8583402-X,3689/127590-7582,,,
93465,F-410-8583449-O,3609/849601-8724,,,
93488,Y-424-8583496-H,3674/229183-3437,,,
93511,H-319-8583543-O,3636/494250-9835,,,
93534,M-380-8583590-M,3619/582948-7004,,,
93557,M-276-8583637-K,3667/595590-0037,,,
93580,E-348-8583684-X,3678/158683-1607,,,
93603,M-318-8583731-W,3607/132183-2163,,,
93626,D-234-8583778-X,3672/520017-0488,,,
93649,M-394-8583825-P,3607/885031-0271,,,
93672,I-286-8583872-A,3611/660310-9440,,,
93695,W-438-8583919-H,3680/779880-0229,,,
93718,Z-336-8583966-D,3627/870311-8174,,,
93741,D-263-8584013-I,3602/601490-3416,,,
93764,H-303-8584060-Y,3684/802233-3637,,,
93787,X-462-8584107-G,3651/471259-2581,,,
93810,T-317-8584154-C,3628/572855-7336,,,
93833,T-330-8584201-D,3632/842626-5230,,,
93856,H-391-8584248-C,3637/348337-6231,,,
93879,T-455-8584295-I,3603/620732-8206,,,
93902,V-415-8584342-B,3687/142339-2374,,,
93925,S-339-8584389-K,3662/469435-1862,,,
93948,E-254-8584436-Z,3649/923114-8976,,,
93971,Y-467-8584483-O,3689/024016-8635,,,
93994,M-255-8584530-G,3661/826963-8661,,,
94017,F-443-8584577-A,3627/920162-1495,,,
94040,B-433-8584624-W,3621/081318-7310,,,
94063,D-260-8584671-C,3644/055525-0048,,,
94086,T-329-8584718-E,3608/471186-2096,,,
94109,W-456-8584765-J,3624/846306-6913,,,
94132,J-341-8584812-N,3654/657315-8201,,,
94155,W-419-8584859-K,3671/631254-4132,,,
94178,I-380-8584906-X,3666/528140-1768,,,
94201,P-351-8584953-W,3673/879383-3776,,,
94224,F-230-8585000-E,3626/155117-8763,,,
94247,F-531-8585047-O,3673/354924-3545,,,
94270,U-508-8585094-N,3667/767711-3337,,,
94293,C-354-8585141-H,3657/062273-7120,,,
94316,O-486-8585188-Q,3639/257328-1564,,,
94339,D-386-8585235-S,3671/881631-1943,,,
94362,S-281-8585282-O,3693/880574-9214,,,
94385,Q-534-8585329-N,3681/466002-9473,,,
94408,J-344-8585376-K,3625/813244-8202,,,
94431,L-335-8585423-C,3683/446272-0137,,,
94454,Z-533-8585470-D,3614/930117-0422,,,
94477,T-274-8585517-R,3604/252152-6400,,,
94500,S-496-8585564-U,3661/140227-0179,,,
94523,C-524-8585611-R,3632/842626-5230,,,
94546,O-257-8585658-Y,3641/112716-3449,,,
94569,I-320-8585705-Q,3697/500865-5418,,,
94592,D-311-8585752-S,3671/770504-8186,,,
94615,F-294-8585799-Y,3646/091345-7960,,,
94638,X-525-8585846-L,3667/731887-7852,,,
94661,D-285-8585893-W,3667/170802-1353,,,
94684,A-281-8585940-I,3692/412885-9880,,,
94707,S-331-8585987-R,3641/168615-4730,,,
94730,E-488-8586034-U,3685/465317-5669,,,
94753,S-349-8586081-M,3646/417680-1187,,,
94776,E-307-8586128-S,3621/969424-8570,,,
94799,L-296-8586175-J,3640/876759-6334,,,
94822,Y-316-8586222-B,3646/622638-6580,,,
94845,P-393-8586269-N,3651/385254-9658,,,
94868,B-488-8586316-J,3664/457172-3215,,,
94891,S-478-8586363-J,3663/044249-2999,,,
94914,Q-277-8586410-O,3669/156767-3102,,,
94937,O-452-8586457-K,3666/528140-1768,,,
94960,S-468-8586504-F,3692/093319-4380,,,
94983,B-318-8586551-E,3639/214191-7228,,,
95006,T-402-8586598-H,3613/031282-2722,,,
95029,N-450-8586645-U,3636/087437-6318,,,
95052,A-524-8586692-U,3611/724223-9507,,,
95075,J-370-8586739-K,3689/515344-9468,,,
95098,W-368-8586786-J,3610/133734-9181,,,
95121,X-431-8586833-K,3605/375059-8606,,,
95144,L-455-8586880-Z,3624/849011-8877,,,
95167,N-430-8586927-O,3661/807857-0865,,,
95190,J-267-8586974-I,3691/938888-9296,,,
95213,E-492-8587021-W,3651/916529-1482,,,
95236,T-433-8587068-Y,3692/877765-4468,,,
95259,K-472-8587115-A,3684/319454-1802,,,
95282,Q-438-8587162-Q,3663/315814-3202,,,
95305,S-533-8587209-B,3653/452965-5959,,,
95328,T-305-8587256-K,3603/333040-5860,,,
95351,W-392-8587303-N,3670/476720-1721,,,
95374,C-289-8587350-B,3635/302001-3919,,,
95397,V-483-8587397-Z,3694/848638-2961,,,
95420,L-490-8587444-V,3655/627788-2741,,,
95443,O-368-8587491-O,3695/974694-1744,,,
95466,R-343-8587538-Y,3635/684548-9693,,,
95489,H-290-8587585-S,3658/657357-3785,,,
95512,P-488-8587632-Q,3693/880574-9214,,,
95535,W-426-8587679-O,3626/902974-0643,,,
95558,B-480-8587726-W,3607/341224-7137,,,
95581,Q-455-8587773-U,3656/859292-1419,,,
95604,R-272-8587820-Q,3620/910642-5320,,,
95627,R-395-8587867-W,3647/212450-9372,,,
95650,S-426-8587914-J,3630/377158-3263,,,
95673,B-449-8587961-M,3676/969690-5726,,,
95696,A-464-8588008-U,3673/013750-1862,,,
95719,G-349-8588055-J,3602/804551-5813,,,
95742,O-451-8588102-P,3671/770504-8186,,,
95765,I-486-8588149-S,3645/784122-5386,,,
95788,K-381-8588196-G,3600/410186-9618,,,
95811,S-251-8588243-O,3687/239933-5678,,,
95834,N-368-8588290-T,3622/832087-6704,,,
95857,U-392-8588337-Y,3647/212450-9372,,,
95880,Z-437-8588384-T,3646/146347-1351,,,
95903,U-332-8588431-E,3646/417680-1187,,,
95926,M-488-8588478-Z,3674/275992-7101,,,
95949,D-423-8588525-F,3604/946565-9022,,,
95972,P-483-8588572-W,3684/557309-2380,,,
95995,L-519-8588619-W,3670/608744-5227,,,
96018,E-377-8588666-Z,3688/167607-5972,,,
96041,A-346-8588713-P,3680/255554-0233,,,
96064,A-461-8588760-I,3682/514710-1123,,,
96087,X-287-8588807-V,3608/676458-1994,,,
96110,G-361-8588854-H,3609/832006-0868,,,
96133,J-518-8588901-Y,3607/621341-8237,,,
96156,U-332-8588948-U,3644/926803-4417,,,
96179,W-271-8588995-Y,3699/033731-0163,,,
96202,O-335-8589042-T,3669/159548-8234,,,
96225,F-524-8589089-P,3600/934453-0737,,,
96248,C-303-8589136-O,3636/621511-9127,,,
96271,Y-325-8589183-K,3682/404345-5907,,,
96294,P-493-8589230-T,3633/549976-6622,,,
96317,D-464-8589277-I,3692/863436-2230,,,
96340,C-350-8589324-C,3633/627052-1806,,,
96363,B-254-8589371-W,3654/566401-6625,,,
96386,P-364-8589418-C,3615/500794-2931,,,
96409,M-481-8589465-M,3667/035098-5147,,,
96432,X-269-8589512-I,3663/044249-2999,,,
96455,R-260-8589559-L,3609/007025-7752,,,
96478,K-297-8589606-Q,3690/478592-2874,,,
96501,K-293-8589653-X,3667/035098-5147,,,
96524,D-381-8589700-C,3604/421884-8089,,,
96547,N-278-8589747-K,3606/969920-2134,,,
96570,K-233-8589794-D,3674/518509-0394,,,
96593,F-237-8589841-N,3647/154619-1397,,,
96616,O-368-8589888-D,3663/046037-2693,,,
96639,C-528-8589935-P,3646/870443-2209,,,
96662,J-330-8589982-K,3692/484066-7835,,,
96685,O-274-8590029-J,3672/933870-6742,,,
96708,R-496-8590076-Q,3607/940607-5665,,,
96731,V-244-8590123-N,3651/021024-1325,,,
96754,P-329-8590170-L,3677/911641-6139,,,
96777,W-539-8590217-P,3678/167501-0725,,,
96800,Y-405-8590264-I,3665/129679-9446,,,
96823,G-539-8590311-A,3676/637001-8552,,,
96846,J-385-8590358-B,3644/055525-0048,,,
96869,N-463-8590405-P,3681/290613-3190,,,
96892,M-438-8590452-E,3674/956179-9263,,,
96915,M-511-8590499-Q,3676/606415-4945,,,
96938,U-439-8590546-A,3660/870221-3743,,,
96961,K-444-8590593-U,3625/913360-0759,,,
96984,N-319-8590640-T,3670/551176-3395,,,
97007,V-401-8590687-Z,3669/159548-8234,,,
97030,H-401-8590734-F,3673/511873-5629,,,
97053,F-442-8590781-J,3654/766784-7568,,,
97076,A-494-8590828-L,3671/592904-4635,,,
97099,O-260-8590875-Y,3602/238232-0671,,,
97122,D-471-8590922-U,3689/456257-2770,,,
97145,T-240-8590969-K,3634/668201-9513,,,
97168,F-428-8591016-B,3674/343275-8830,,,
97191,J-309-8591063-T,3659/006400-6669,,,
97214,D-284-8591110-L,3623/384289-6172,,,
97237,E-451-8591157-J,3608/676458-1994,,,
97260,G-484-8591204-F,3648/005818-5689,,,
97283,A-338-8591251-W,3645/512004-0369,,,
97306,N-260-8591298-T,3667/103562-6908,,,
97329,F-309-8591345-Q,3630/050694-5270,,,
97352,Q-371-8591392-H,3692/237654-3750,,,
97375,Y-386-8591439-Y,3653/675388-6515,,,
97398,A-480-8591486-G,3628/192725-0427,,,
97421,L-488-8591533-C,3669/718026-2215,,,
97444,E-527-8591580-Q,3630/515574-8230,,,
97467,C-497-8591627-D,3691/777008-3999,,,
97490,A-446-8591674-H,3621/620868-9380,,,
97513,Y-261-8591721-A,3672/833826-9990,,,
97536,K-279-8591768-N,3619/480304-8429,,,
97559,U-394-8591815-U,3686/573080-1374,,,
97582,K-310-8591862-G,3669/117891-1966,,,
97605,U-499-8591909-X,3693/658035-5215,,,
97628,Z-438-8591956-N,3610/963108-3877,,,
97651,B-377-8592003-M,3674/518509-0394,,,
97674,R-319-8592050-T,3671/010606-4860,,,
97697,I-393-8592097-E,3691/597442-1163,,,
97720,Q-445-8592144-J,3684/425271-3408,,,
97743,D-246-8592191-N,3660/641577-5024,,,
97766,O-540-8592238-K,3679/293937-6877,,,
97789,U-301-8592285-H,3600/371926-4279,,,
97812,G-314-8592332-K,3638/013647-6672,,,
97835,O-348-8592379-O,3645/818326-7671,,,
97858,H-367-8592426-S,3681/722845-1485,,,
97881,J-384-8592473-J,3682/519362-9183,,,
97904,F-231-8592520-L,3629/509448-8990,,,
97927,J-495-8592567-S,3696/003649-4949,,,
97950,B-320-8592614-H,3667/595590-0037,,,
97973,G-341-8592661-O,3680/779880-0229,,,
97996,F-407-8592708-I,3635/684548-9693,,,
98019,L-260-8592755-O,3670/551176-3395,,,
98042,Y-422-8592802-S,3606/758369-1651,,,
98065,X-236-8592849-R,3669/156767-3102,,,
98088,D-336-8592896-G,3668/958611-9271,,,
98111,Y-425-8592943-K,3638/990621-0633,,,
98134,Q-506-8592990-D,3655/103713-4624,,,
98157,U-509-8593037-T,3605/840687-6868,,,
98180,S-271-8593084-Y,3604/366055-8105,,,
98203,E-443-8593131-L,3620/025177-1410,,,
98226,E-295-8593178-P,3645/818326-7671,,,
98249,Q-364-8593225-O,3675/656017-3952,,,
98272,S-306-8593272-J,3667/215680-1544,,,
98295,H-389-8593319-P,3678/762447-8558,,,
98318,X-271-8593366-S,3604/421884-8089,,,
98341,C-357-8593413-A,3614/162370-7601,,,
98364,C-374-8593460-K,3696/114492-1591,,,
98387,X-281-8593507-T,3613/242284-2780,,,
98410,G-320-8593554-O,3699/399994-2695,,,
98433,Y-513-8593601-J,3659/006400-6669,,,
98456,O-277-8593648-P,3688/993491-9386,,,
98479,F-400-8593695-A,3652/424561-8571,,,
